Year,Exporting_Country,Importing_Country,Chip_Export_Value_USD,Chip_Import_Value_USD,Trade_Balance,Logistics_Route,Supply_Chain_Dependency
2012,China,Japan,37122084225.50568,37788714792.01552,-666630566.5098419,Pacific Ocean,6.011086029518664
2012,China,Germany,42925720899.81631,42369958727.2352,555762172.5811081,Eurasian Railway,30.786568154425797
2012,China,South Korea,47380782909.36814,45559818422.89071,1820964486.4774323,Air Freight,24.329640840314426
2012,China,India,5703254701.971672,5779952924.364501,-76698222.39282894,Pacific Ocean,18.012642697789126
2012,China,UK,3184238607.416637,3230162705.860742,-45924098.44410515,Eurasian Railway,28.71593737759548
2012,China,Taiwan,3474915109.737457,3595394281.5081873,-120479171.7707305,Pacific Ocean,33.180165235449564
2012,China,Vietnam,20106785455.400383,20626321460.65316,-519536005.2527771,Eurasian Railway,39.290112513502535
2012,China,Mexico,39480454667.29316,39120671498.58029,359783168.71286774,Air Freight,14.732918257637456
2012,Germany,USA,62472573173.137,65136431150.09387,-2663857976.956871,Eurasian Railway,16.16478209605752
2012,Germany,China,47721053806.71369,46141394295.48922,1579659511.224472,Indian Ocean,12.072217707691305
2012,Germany,Japan,54221469762.46071,52661938994.13955,1559530768.3211594,Air Freight,16.14145563495274
2012,Germany,South Korea,5167711377.725264,5278999874.853468,-111288497.12820435,Pacific Ocean,33.724359658215946
2012,Germany,India,10567264876.200813,10678939008.50343,-111674132.30261612,Pacific Ocean,17.815237302369972
2012,Germany,UK,54685445943.93205,53075753721.79242,1609692222.1396332,Air Freight,37.26793646951855
2012,Germany,Taiwan,9104607154.237518,8679883147.74106,424724006.49645805,Pacific Ocean,31.327767261753166
2012,Germany,Vietnam,37303628927.38244,35591376549.73345,1712252377.6489868,Indian Ocean,19.51133107326676
2012,Germany,Mexico,3658705632.5056148,3711298681.4216776,-52593048.91606283,Air Freight,32.995037761351185
2012,Malaysia,USA,30296630167.55544,30345763242.71257,-49133075.157131195,Pacific Ocean,28.8527458030215
2012,Malaysia,China,21160046344.051464,21472699358.60157,-312653014.55010605,Air Freight,19.412205169682508
2012,Malaysia,Japan,22977749208.07282,23958447279.594276,-980698071.5214577,Eurasian Railway,16.85700930640448
2012,Malaysia,Germany,2713734325.832426,2741298791.683447,-27564465.851020813,Pacific Ocean,18.695441759407405
2012,Malaysia,South Korea,23569476707.295177,23658280878.625595,-88804171.33041763,Eurasian Railway,20.642817863954477
2012,Malaysia,India,35701686921.23219,36865871712.30912,-1164184791.0769272,Eurasian Railway,6.706533457656969
2012,Malaysia,UK,22191653319.406403,23065576217.620995,-873922898.214592,Indian Ocean,25.56163586229456
2012,Malaysia,Taiwan,20227138458.2403,19804481707.426937,422656750.8133621,Pacific Ocean,27.57133936055639
2012,Malaysia,Vietnam,9189968523.184208,9275448977.973965,-85480454.78975677,Indian Ocean,22.09221791611663
2012,Malaysia,Mexico,19548679184.699436,18895664348.526157,653014836.1732788,Pacific Ocean,38.40966108718833
2012,Singapore,USA,22959423478.930527,22153034142.013386,806389336.917141,Indian Ocean,27.555255198978035
2012,Singapore,China,40862438903.15374,39479406997.87488,1383031905.278862,Air Freight,30.18787017911623
2012,Singapore,Japan,26600037663.318687,25349863790.661423,1250173872.6572647,Pacific Ocean,37.236838915278
2012,Singapore,Germany,31245995002.996555,30682020521.53838,563974481.4581757,Indian Ocean,30.095955367632833
2012,Singapore,South Korea,14630030787.991251,13927209328.998848,702821458.992403,Pacific Ocean,6.123927150459128
2012,Singapore,India,26371534739.32387,26381528121.537815,-9993382.213943481,Indian Ocean,29.173323641650015
2012,Singapore,UK,2224534003.258343,2250436508.8846974,-25902505.626354218,Air Freight,5.160458597084634
2012,Singapore,Taiwan,10438994853.772612,10796443487.168495,-357448633.39588356,Pacific Ocean,19.703606099201124
2012,Singapore,Vietnam,48177246853.99508,45940972693.4537,2236274160.541382,Pacific Ocean,5.77279244193916
2012,Singapore,Mexico,39730470693.8766,41259074271.481544,-1528603577.6049423,Pacific Ocean,16.149539036582922
2013,Taiwan,USA,76411136687.10905,79352130439.59398,-2940993752.4849243,Indian Ocean,87.10538518158077
2013,Taiwan,China,44253367614.72232,44292949189.51933,-39581574.79701233,Eurasian Railway,75.51810544132799
2013,Taiwan,Japan,50946415541.196075,52802264872.34481,-1855849331.148735,Pacific Ocean,63.12127124226773
2013,Taiwan,Germany,53955051401.289665,53531518212.38463,423533188.9050369,Eurasian Railway,52.768404364456735
2013,Taiwan,South Korea,5551814028.951236,5807682900.485513,-255868871.53427696,Indian Ocean,45.528763070590784
2013,Taiwan,India,28455368090.702335,28401504989.598705,53863101.103630066,Indian Ocean,82.92715101381843
2013,Taiwan,UK,6151134538.265789,6271408439.868926,-120273901.60313702,Indian Ocean,79.73262582415165
2013,Taiwan,Vietnam,50203693721.767136,50281559070.628845,-77865348.8617096,Eurasian Railway,69.82857751351685
2013,Taiwan,Mexico,16048159057.862206,15546355184.067799,501803873.7944069,Air Freight,66.54418112986068
2013,USA,China,22102667523.938145,22426500265.251328,-323832741.31318283,Eurasian Railway,15.884304519319299
2013,USA,Japan,17775063972.66557,17452539236.30699,322524736.3585777,Air Freight,85.02717239428208
2013,USA,Germany,21067908534.367603,21113029627.95522,-45121093.58761597,Eurasian Railway,20.208734621159337
2013,USA,South Korea,53552219420.57018,53697284804.85757,-145065384.28738403,Indian Ocean,45.13269367661921
2013,USA,India,19517600077.10401,19278509993.00206,239090084.1019516,Eurasian Railway,39.836073651264165
2013,USA,UK,24676333632.46881,24170642086.87417,505691545.59464264,Pacific Ocean,52.62865618320432
2013,USA,Taiwan,1373299590.243037,1375051081.7817333,-1751491.538696289,Pacific Ocean,69.20060102182228
2013,USA,Vietnam,25235571011.308945,25084535188.486736,151035822.8222084,Pacific Ocean,78.81916288023987
2013,USA,Mexico,60129483676.86587,59098644662.34052,1030839014.5253448,Indian Ocean,84.78246330467363
2013,South Korea,USA,31454558650.65388,32098674814.27741,-644116163.6235275,Eurasian Railway,20.212555375874395
2013,South Korea,China,42578511317.09808,41293947945.26865,1284563371.8294373,Eurasian Railway,14.54411640168223
2013,South Korea,Japan,11178041792.569273,11382334380.487091,-204292587.91781807,Indian Ocean,15.875758380110046
2013,South Korea,Germany,37894042265.158455,38405491104.05477,-511448838.8963165,Pacific Ocean,10.861908009168426
2013,South Korea,India,23416645056.741608,23224749404.103226,191895652.63838196,Air Freight,15.125071147327242
2013,South Korea,UK,23050435303.503456,22463061377.715614,587373925.7878418,Pacific Ocean,6.517362494183483
2013,South Korea,Taiwan,38155952581.87268,37183338300.45696,972614281.4157181,Air Freight,9.882601092260652
2013,South Korea,Vietnam,7676805705.441114,7519316586.749851,157489118.6912632,Eurasian Railway,15.866738159104736
2013,South Korea,Mexico,9167010161.414219,9293642688.818102,-126632527.40388298,Indian Ocean,11.675121919682981
2013,Japan,USA,38880406499.22699,37513626036.37527,1366780462.8517227,Indian Ocean,10.996051384147936
2013,Japan,China,42200335605.18089,40879655692.94154,1320679912.2393494,Air Freight,33.86647097139482
2013,Japan,Germany,11008785749.452711,11198307957.147438,-189522207.69472694,Pacific Ocean,10.042980636801193
2013,Japan,South Korea,21590112186.173172,20810240661.274467,779871524.8987045,Indian Ocean,18.491330414727415
2013,Japan,India,35375094308.60819,37101401158.13164,-1726306849.5234451,Air Freight,26.703990425901885
2013,Japan,UK,22022088233.202568,22703269687.011436,-681181453.8088684,Pacific Ocean,25.6501780436204
2013,Japan,Taiwan,38789184753.613335,38233668746.55792,555516007.0554123,Indian Ocean,11.81882818557262
2013,Japan,Vietnam,18264594659.836227,17649041466.405727,615553193.4305,Pacific Ocean,34.711659689447075
2013,Japan,Mexico,58624866230.05959,55869494660.83857,2755371569.2210236,Pacific Ocean,9.493836042418287
2013,Netherlands,USA,82206527559.61868,85332348940.01416,-3125821380.3954773,Air Freight,64.53959887014383
2013,Netherlands,China,45530403196.41761,46614654824.40187,-1084251627.9842606,Indian Ocean,78.99573011641618
2013,Netherlands,Japan,39487180443.17103,38048333209.76255,1438847233.4084778,Eurasian Railway,27.804991560691672
2013,Netherlands,Germany,1181480673.3534477,1147161179.407374,34319493.94607377,Pacific Ocean,12.439951171830508
2013,Netherlands,South Korea,72824785635.00166,73857883715.34479,-1033098080.3431244,Pacific Ocean,24.51264938444348
2013,Netherlands,India,88717722135.31894,91499138462.9603,-2781416327.6413574,Eurasian Railway,38.858318759686895
2013,Netherlands,UK,23117742887.352867,22108773923.218708,1008968964.1341591,Pacific Ocean,51.16295189536053
2013,Netherlands,Taiwan,78045897658.9402,79414100846.34329,-1368203187.4030914,Pacific Ocean,40.759486512585596
2013,Netherlands,Vietnam,16857401471.541832,16985936207.921371,-128534736.37953949,Air Freight,54.568792968331806
2013,Netherlands,Mexico,65142556382.3878,64885118364.111176,257438018.2766266,Air Freight,58.037265054099684
2013,China,USA,35467112905.904915,35680821608.47719,-213708702.57227325,Indian Ocean,31.685431803663633
2013,China,Japan,3984336202.003682,3808391952.2196274,175944249.78405476,Indian Ocean,8.438627764316916
2013,China,Germany,45992706737.892876,47604705983.691536,-1611999245.7986603,Eurasian Railway,25.415017077047146
2013,China,South Korea,60574999427.46746,58349816320.35133,2225183107.116127,Pacific Ocean,11.277589134261538
2013,China,India,13736342036.243193,13481625016.070648,254717020.17254448,Air Freight,23.279360129863644
2013,China,UK,41719254913.03641,40272257755.992935,1446997157.0434723,Air Freight,31.900683556943235
2013,China,Taiwan,57206664210.710754,56728746689.02641,477917521.68434143,Pacific Ocean,32.04966530260575
2013,China,Vietnam,41175279772.86405,40478223946.97357,697055825.89048,Eurasian Railway,33.05702884120065
2013,China,Mexico,31404215915.89371,32513294717.225506,-1109078801.3317947,Air Freight,8.133747825520778
2013,Germany,USA,62942450769.39512,64372732302.666824,-1430281533.2717056,Pacific Ocean,11.17765431813547
2013,Germany,China,5370730064.331319,5348995940.541874,21734123.789444923,Indian Ocean,9.441264834408882
2013,Germany,Japan,11919282388.5954,11460662149.073454,458620239.52194595,Indian Ocean,28.882194926958192
2013,Germany,South Korea,9061264057.235466,9436920215.790207,-375656158.5547409,Indian Ocean,15.58491654473921
2013,Germany,India,6762555289.814165,6603620427.8355255,158934861.9786396,Indian Ocean,10.277002738388534
2013,Germany,UK,45397211363.41785,46038050682.8064,-640839319.3885498,Air Freight,32.3624526234104
2013,Germany,Taiwan,29661593964.68451,29452724208.864483,208869755.8200264,Air Freight,32.80869708981436
2013,Germany,Vietnam,42186967263.10546,40586430948.18909,1600536314.9163742,Indian Ocean,12.045537074728195
2013,Germany,Mexico,66397509992.80511,69673994486.72667,-3276484493.921562,Pacific Ocean,5.911142743826198
2013,Malaysia,USA,18982773207.87498,18955848585.593445,26924622.281536102,Indian Ocean,11.768914862013078
2013,Malaysia,China,32508807699.493736,33413468095.87827,-904660396.3845329,Air Freight,35.165240569901684
2013,Malaysia,Japan,31308023165.40904,31352052410.040085,-44029244.631046295,Air Freight,38.840238485154615
2013,Malaysia,Germany,13687701974.119555,13950864338.42881,-263162364.3092556,Pacific Ocean,32.51695018922599
2013,Malaysia,South Korea,15127539105.279644,14475978150.193987,651560955.0856571,Pacific Ocean,19.305226677968115
2013,Malaysia,India,9840971016.026157,9984345625.536438,-143374609.5102806,Indian Ocean,7.083523128686267
2013,Malaysia,UK,18623823089.206913,17886879011.092896,736944078.1140175,Indian Ocean,33.64663787540945
2013,Malaysia,Taiwan,69521452068.80162,70652475402.16513,-1131023333.3635101,Indian Ocean,31.13328104683865
2013,Malaysia,Vietnam,10507989775.131668,10142936681.265392,365053093.8662758,Eurasian Railway,5.215869871722405
2013,Malaysia,Mexico,41150633566.62392,39428985624.18589,1721647942.4380264,Pacific Ocean,32.767881213014036
2013,Singapore,USA,23389634988.105057,23678047971.58206,-288412983.477005,Air Freight,18.985029054997952
2013,Singapore,China,26363052015.027348,26377354748.009422,-14302732.982074738,Indian Ocean,9.660042069669151
2013,Singapore,Japan,13162361442.226267,13623604232.773916,-461242790.5476494,Indian Ocean,30.901979575277576
2013,Singapore,Germany,37142866592.15362,38610387063.929276,-1467520471.7756577,Air Freight,37.560357925425016
2013,Singapore,South Korea,16974810315.270342,16443895690.713821,530914624.55652046,Indian Ocean,12.803502269157361
2013,Singapore,India,39884479516.646225,41105370814.329926,-1220891297.6837006,Pacific Ocean,7.553526140009727
2013,Singapore,UK,40195818790.8622,38890771746.55386,1305047044.3083344,Indian Ocean,29.763398391724316
2013,Singapore,Taiwan,1890593269.7351913,1977921501.7052896,-87328231.97009826,Pacific Ocean,30.576142089662326
2013,Singapore,Vietnam,16357909897.92932,15585477598.442207,772432299.487112,Pacific Ocean,9.322964201038578
2013,Singapore,Mexico,7539092778.301263,7411126902.030515,127965876.27074814,Indian Ocean,15.46017554843252
2014,Taiwan,USA,101048897465.72275,100292727072.75256,756170392.9701843,Eurasian Railway,52.22858705103861
2014,Taiwan,China,158968466896.09488,166755250024.34634,-7786783128.251465,Pacific Ocean,47.690745477713776
2014,Taiwan,Japan,12549463643.645206,12434249253.96122,115214389.68398666,Eurasian Railway,48.74201950573634
2014,Taiwan,Germany,29487316693.399017,28749177844.28221,738138849.116806,Air Freight,83.74328834590922
2014,Taiwan,South Korea,15911817609.733513,16557074239.71318,-645256629.9796677,Indian Ocean,85.6232937060691
2014,Taiwan,India,45846941383.987724,45414636635.37751,432304748.61021423,Indian Ocean,73.34621767453042
2014,Taiwan,UK,17192127844.902596,17267721004.89539,-75593159.99279404,Eurasian Railway,28.730813160983608
2014,Taiwan,Vietnam,42681260516.24901,43073028373.976654,-391767857.7276459,Indian Ocean,56.029456174223355
2014,Taiwan,Mexico,13092813430.147362,13560933485.907042,-468120055.7596798,Indian Ocean,57.82172489776578
2014,USA,China,47995628175.73004,49506209799.72005,-1510581623.9900055,Air Freight,69.67036362566304
2014,USA,Japan,18139837963.19748,18501181545.043774,-361343581.8462944,Eurasian Railway,24.981777355026587
2014,USA,Germany,28984202343.298466,30183527572.964813,-1199325229.6663475,Air Freight,24.66584337799686
2014,USA,South Korea,25184416176.11993,25681462589.29011,-497046413.1701813,Pacific Ocean,42.751970816704315
2014,USA,India,34252845966.426434,33038682420.810787,1214163545.6156464,Pacific Ocean,83.32298244816201
2014,USA,UK,21316075387.62852,22167606280.49938,-851530892.8708572,Air Freight,88.39709429771482
2014,USA,Taiwan,20484613142.947006,19505461260.04624,979151882.9007645,Pacific Ocean,35.98360523295467
2014,USA,Vietnam,26554914002.137077,27879828250.294666,-1324914248.157589,Indian Ocean,81.8022927548446
2014,USA,Mexico,64918064185.45263,63384136399.882805,1533927785.5698242,Pacific Ocean,60.63891761828843
2014,South Korea,USA,38424082718.463196,40131600531.391075,-1707517812.9278793,Pacific Ocean,35.9784060338485
2014,South Korea,China,8270491142.628912,8297850384.752058,-27359242.123146057,Pacific Ocean,5.358330090159838
2014,South Korea,Japan,16240440463.498995,15699611632.641981,540828830.8570137,Pacific Ocean,20.529924097540203
2014,South Korea,Germany,43070220392.28075,44311704973.94109,-1241484581.660347,Indian Ocean,30.220081882098878
2014,South Korea,India,22300834644.041515,23025287904.794334,-724453260.7528191,Air Freight,21.702076642762652
2014,South Korea,UK,9623793222.044395,9627716655.17143,-3923433.127035141,Pacific Ocean,12.919181174370612
2014,South Korea,Taiwan,42653471291.56123,40941586574.87518,1711884716.6860504,Indian Ocean,16.431634095407745
2014,South Korea,Vietnam,13629705461.365116,14182573843.618746,-552868382.2536297,Air Freight,38.35998189208241
2014,South Korea,Mexico,35293561808.11989,35381260501.812035,-87698693.6921463,Indian Ocean,35.051563020154106
2014,Japan,USA,23050758917.720722,23403548412.212658,-352789494.49193573,Indian Ocean,27.256514679550154
2014,Japan,China,19617727386.832603,19049601318.81355,568126068.0190544,Eurasian Railway,8.950116253483337
2014,Japan,Germany,42422315722.430275,40872798155.394226,1549517567.036049,Air Freight,7.359511949999675
2014,Japan,South Korea,15700868589.290325,15107335616.249615,593532973.0407104,Eurasian Railway,29.10588789016095
2014,Japan,India,7566001774.809754,7861442006.243379,-295440231.43362427,Air Freight,18.040183676031017
2014,Japan,UK,9590004376.376545,9481649221.673117,108355154.70342827,Eurasian Railway,26.731996451291742
2014,Japan,Taiwan,1161606592.037229,1176647527.6809392,-15040935.643710136,Air Freight,13.130069080291943
2014,Japan,Vietnam,2898029298.4967313,2847722432.8371553,50306865.65957594,Air Freight,36.979423561435624
2014,Japan,Mexico,48040195130.01392,50146536399.32505,-2106341269.3111267,Pacific Ocean,37.69153274266227
2014,Netherlands,USA,69489202575.15172,68976082664.90488,513119910.24684143,Indian Ocean,33.23127371887694
2014,Netherlands,China,43062176841.41502,43087352613.191055,-25175771.776031494,Eurasian Railway,10.527213026377042
2014,Netherlands,Japan,65385107702.90375,65450195347.61476,-65087644.711013794,Air Freight,68.39466174965443
2014,Netherlands,Germany,69981713464.84688,71976457220.43454,-1994743755.5876617,Eurasian Railway,24.586338385325792
2014,Netherlands,South Korea,52536981153.30218,50464655396.26063,2072325757.0415497,Pacific Ocean,40.31760634355621
2014,Netherlands,India,58414763075.79965,59312218442.5696,-897455366.7699509,Indian Ocean,72.72152430169675
2014,Netherlands,UK,15304417153.636757,15438447083.085777,-134029929.44902039,Eurasian Railway,30.511772014482386
2014,Netherlands,Taiwan,80337780801.60066,82197048686.78203,-1859267885.181366,Pacific Ocean,68.2737038427022
2014,Netherlands,Vietnam,39820785680.79382,38244694722.15388,1576090958.639946,Air Freight,83.87882842843615
2014,Netherlands,Mexico,53553621511.19201,52855014974.25745,698606536.9345627,Indian Ocean,32.302619669850436
2014,China,USA,20390179105.04202,19672105904.693462,718073200.3485565,Eurasian Railway,10.757564592551226
2014,China,Japan,52189173510.20709,50799397294.7115,1389776215.4955902,Eurasian Railway,9.983106295741571
2014,China,Germany,71931633189.13448,70025394705.22704,1906238483.9074402,Indian Ocean,13.423986207374263
2014,China,South Korea,64335439037.22503,63229901555.82221,1105537481.4028168,Indian Ocean,19.418685992953407
2014,China,India,66302573075.76993,63834414226.64082,2468158849.1291046,Indian Ocean,27.668989667904796
2014,China,UK,49388112864.248474,51823233462.81948,-2435120598.571007,Eurasian Railway,25.71761594779111
2014,China,Taiwan,6613689563.181747,6939124947.426729,-325435384.24498177,Eurasian Railway,36.23814834783698
2014,China,Vietnam,19408233101.264584,18480134649.416183,928098451.8484001,Air Freight,25.211551434181658
2014,China,Mexico,51746459130.21455,51831086131.21762,-84627001.00307465,Air Freight,35.80450667168402
2014,Germany,USA,56824248362.12916,54629147529.189285,2195100832.9398727,Eurasian Railway,5.377597369187228
2014,Germany,China,12365588458.946419,12142762095.604212,222826363.34220695,Indian Ocean,35.808594593082056
2014,Germany,Japan,60861856114.29107,63230347104.95947,-2368490990.6684036,Indian Ocean,12.480932042126206
2014,Germany,South Korea,28459525181.32561,28259902185.61915,199622995.70646286,Pacific Ocean,14.362946653142554
2014,Germany,India,50885145050.077774,53017815803.91903,-2132670753.8412552,Pacific Ocean,26.158711912957376
2014,Germany,UK,39546177935.67611,38197189274.47429,1348988661.2018204,Indian Ocean,29.99060587837366
2014,Germany,Taiwan,14428436676.251263,14088602017.377832,339834658.87343025,Indian Ocean,32.510518310395156
2014,Germany,Vietnam,7774681400.2815895,7476556637.677883,298124762.60370636,Indian Ocean,6.611413865447464
2014,Germany,Mexico,24047600426.327965,22873323882.230515,1174276544.0974503,Pacific Ocean,16.740519227508273
2014,Malaysia,USA,75214603888.0397,72881476650.38513,2333127237.6545715,Pacific Ocean,33.890272257798756
2014,Malaysia,China,48214678210.132126,50422155468.42583,-2207477258.293701,Pacific Ocean,20.845549776732646
2014,Malaysia,Japan,7558309866.775179,7383220157.877895,175089708.89728355,Indian Ocean,14.751098914028585
2014,Malaysia,Germany,31185599180.533955,31066609916.674118,118989263.85983658,Pacific Ocean,7.461080745121391
2014,Malaysia,South Korea,49681316340.89017,50957630030.51544,-1276313689.6252747,Air Freight,34.084660869865914
2014,Malaysia,India,24435824967.3043,23442418840.273567,993406127.0307312,Air Freight,15.019456465885582
2014,Malaysia,UK,16989586269.55425,16471663931.904821,517922337.6494293,Indian Ocean,26.846866036243608
2014,Malaysia,Taiwan,21760284500.472862,21496507792.55367,263776707.91919327,Eurasian Railway,27.71862722026099
2014,Malaysia,Vietnam,25424052519.252018,25051295626.693787,372756892.55823135,Indian Ocean,24.700559662315232
2014,Malaysia,Mexico,20513829423.16592,20410382279.41456,103447143.75136185,Pacific Ocean,33.800176451496085
2014,Singapore,USA,21691971577.560513,21208550462.929333,483421114.6311798,Eurasian Railway,26.984611081371558
2014,Singapore,China,61085826100.667564,61932409209.15073,-846583108.4831619,Pacific Ocean,18.400197884323003
2014,Singapore,Japan,9105306328.983204,9273166840.735548,-167860511.75234413,Pacific Ocean,33.31847303837821
2014,Singapore,Germany,28487453931.905403,27348536232.580357,1138917699.3250465,Air Freight,19.35075331592225
2014,Singapore,South Korea,2504264718.985335,2575394160.224599,-71129441.23926401,Eurasian Railway,15.801979644790885
2014,Singapore,India,17490921696.7008,16769904557.628244,721017139.0725574,Air Freight,19.98626633400262
2014,Singapore,UK,43415791525.9832,42323730697.62049,1092060828.362709,Indian Ocean,35.21406945431081
2014,Singapore,Taiwan,64959956356.11392,63220931563.82931,1739024792.2846146,Air Freight,39.57899274274732
2014,Singapore,Vietnam,46901903317.13743,45043776946.25992,1858126370.87751,Eurasian Railway,36.028502730189146
2014,Singapore,Mexico,28725897237.30667,29058928876.692127,-333031639.3854561,Eurasian Railway,11.531217618171066
2015,Taiwan,USA,28894786333.69067,28913210587.33932,-18424253.648651123,Eurasian Railway,70.7158215673013
2015,Taiwan,China,63246303398.688255,65143329245.75747,-1897025847.0692139,Pacific Ocean,43.85148170771822
2015,Taiwan,Japan,66620357416.63621,65945456497.84666,674900918.7895508,Pacific Ocean,88.57617193775471
2015,Taiwan,Germany,12410962760.713652,12546851010.641752,-135888249.9281006,Air Freight,62.322640558525926
2015,Taiwan,South Korea,32438807190.71586,33520235193.14451,-1081428002.42865,Indian Ocean,29.27457645431371
2015,Taiwan,India,66644363960.02308,65191962253.99962,1452401706.0234604,Air Freight,58.162527691304675
2015,Taiwan,UK,51913577393.6612,50514896120.909,1398681272.752205,Eurasian Railway,56.87476313047626
2015,Taiwan,Vietnam,51024698115.059944,50681514072.00632,343184043.053627,Indian Ocean,46.35478932598276
2015,Taiwan,Mexico,18361522122.42081,17851772446.7075,509749675.71331024,Pacific Ocean,85.34600994177643
2015,USA,China,2201723408.8017583,2262865794.218402,-61142385.41664362,Air Freight,55.960807961988976
2015,USA,Japan,80403727740.48434,79245429307.08594,1158298433.398407,Eurasian Railway,83.84676752034531
2015,USA,Germany,52782614992.355,53962530890.49022,-1179915898.1352158,Pacific Ocean,26.459694563687002
2015,USA,South Korea,21111273854.353535,20572894604.383656,538379249.9698792,Eurasian Railway,56.432976651614204
2015,USA,India,37578450191.82363,39370788971.49524,-1792338779.671608,Air Freight,54.48146211687617
2015,USA,UK,58348700350.45458,56012545477.43288,2336154873.0217056,Indian Ocean,10.092187263566998
2015,USA,Taiwan,955934625.477948,996754656.1311579,-40820030.653209925,Eurasian Railway,35.13164921204848
2015,USA,Vietnam,51248356234.94107,49888071934.70591,1360284300.2351608,Air Freight,32.215317388748005
2015,USA,Mexico,45658229645.17402,47348261792.58275,-1690032147.4087296,Pacific Ocean,31.80744447868765
2015,South Korea,USA,29039664859.3476,28023341202.101982,1016323657.2456169,Air Freight,15.291270094388853
2015,South Korea,China,68574952486.54881,68531207923.24696,43744563.301849365,Eurasian Railway,21.380024537846293
2015,South Korea,Japan,48852916712.716934,48006781776.05367,846134936.6632614,Pacific Ocean,6.353914131430008
2015,South Korea,Germany,30520213749.464302,31101242689.118988,-581028939.654686,Indian Ocean,19.912114694496243
2015,South Korea,India,62775855753.62079,65697419716.967995,-2921563963.347206,Air Freight,14.50341434110805
2015,South Korea,UK,29928432760.259415,29415987034.387535,512445725.8718796,Pacific Ocean,34.4506808954071
2015,South Korea,Taiwan,48735266005.09035,50923623422.66011,-2188357417.569763,Eurasian Railway,15.854649574662863
2015,South Korea,Vietnam,25098533342.73934,25319680965.260944,-221147622.52160263,Pacific Ocean,18.195694983481715
2015,South Korea,Mexico,11853253588.447388,11493473739.071058,359779849.3763294,Eurasian Railway,28.494454328349054
2015,Japan,USA,19285258237.065777,20101557415.96968,-816299178.903904,Eurasian Railway,16.587146430821328
2015,Japan,China,27926435508.750298,26772013157.23166,1154422351.5186386,Eurasian Railway,22.196204896605114
2015,Japan,Germany,24468840291.752357,23824221609.145332,644618682.6070251,Indian Ocean,33.93669036942783
2015,Japan,South Korea,8029818780.660163,8214568069.458732,-184749288.79856873,Pacific Ocean,34.89653752468128
2015,Japan,India,53456546694.78631,55476215395.374115,-2019668700.5878067,Indian Ocean,27.67605372106522
2015,Japan,UK,34741151093.78434,33229745771.73097,1511405322.0533714,Eurasian Railway,6.115105564245511
2015,Japan,Taiwan,22307425209.082527,21480839365.91442,826585843.1681061,Eurasian Railway,11.351269864101145
2015,Japan,Vietnam,33255733922.694813,33098655815.283314,157078107.41149902,Indian Ocean,19.15340520415064
2015,Japan,Mexico,31409801131.765568,31014130102.118053,395671029.64751434,Eurasian Railway,30.934763805474077
2015,Netherlands,USA,24749014311.382797,23891305118.992767,857709192.3900299,Indian Ocean,64.10243661596343
2015,Netherlands,China,72573208455.20676,69380117121.11508,3193091334.091675,Pacific Ocean,28.06178101579735
2015,Netherlands,Japan,11655575037.637955,11270442734.898405,385132302.73954964,Indian Ocean,57.39710676541282
2015,Netherlands,Germany,37891323104.324615,38162087980.85453,-270764876.52991486,Indian Ocean,39.68067096518326
2015,Netherlands,South Korea,16380725578.638119,15953133820.625534,427591758.0125847,Air Freight,42.22396927565641
2015,Netherlands,India,37146167723.06808,38489731728.06163,-1343564004.9935532,Indian Ocean,66.81262250137847
2015,Netherlands,UK,18565596183.503853,18644407434.683784,-78811251.17993164,Pacific Ocean,65.06940965946538
2015,Netherlands,Taiwan,15513989098.974438,14813966489.669174,700022609.3052635,Eurasian Railway,35.13533044387344
2015,Netherlands,Vietnam,110961776142.72878,106053861568.37233,4907914574.356445,Eurasian Railway,14.140264727247054
2015,Netherlands,Mexico,34962693294.88258,33576590930.606815,1386102364.2757683,Indian Ocean,39.43508893420902
2015,China,USA,22497070986.71047,22086716919.565674,410354067.14479446,Indian Ocean,8.217288820855062
2015,China,Japan,41365041787.5923,39513217706.77751,1851824080.8147888,Pacific Ocean,33.3073541148893
2015,China,Germany,57644073264.39619,55782864860.687645,1861208403.7085419,Indian Ocean,12.711265385817399
2015,China,South Korea,62977449203.99418,60171191667.63085,2806257536.363327,Pacific Ocean,26.076932789414197
2015,China,India,2327210835.851315,2378780704.1284127,-51569868.2770977,Eurasian Railway,35.827562383018034
2015,China,UK,64323671904.677025,63132973369.16621,1190698535.5108185,Pacific Ocean,19.45970824659723
2015,China,Taiwan,35974931073.95423,35566205646.607475,408725427.346756,Pacific Ocean,12.564731253635177
2015,China,Vietnam,21300223886.758728,20814205709.071644,486018177.6870842,Air Freight,14.560831154405193
2015,China,Mexico,58827278513.704285,58078592140.29447,748686373.4098129,Eurasian Railway,27.27420187096789
2015,Germany,USA,17419186016.664085,18290099797.0642,-870913780.400116,Air Freight,21.321286238674443
2015,Germany,China,43959451667.72331,44593807834.82447,-634356167.1011581,Eurasian Railway,34.19951907804163
2015,Germany,Japan,41929893147.28717,40432731879.93857,1497161267.3486023,Eurasian Railway,22.05698857986126
2015,Germany,South Korea,10409626874.33956,10617409009.827265,-207782135.48770523,Indian Ocean,32.521621385667245
2015,Germany,India,15095794725.586489,15486995664.944916,-391200939.35842705,Pacific Ocean,17.07603680541039
2015,Germany,UK,69479636768.38696,67682621382.4558,1797015385.93116,Air Freight,19.844021835069526
